quotation_id,customer_key,customer_name,nationality,quote_date,quote_value,shipping_mode,item_count,po_exists,po_value,do_exists,conversion_days,lead_score
7fcddd93,UzdUJe146M,8ruhF3E51g,Unknown,2022-09-03 16:00:00,1227.0,Air,1.0,1,1227.0,1,-1.0,77.33
7fe05fec,fEXeW6R1J3,74q0TneDjU,Unknown,2022-01-04 19:56:00,956.97,Air,3.0,1,956.97,1,119.0,94.46
7fef4752,75bd0e2c,IL111A66Sq,Unknown,,318.1,Air,2.0,1,318.1,1,-1.0,76.8
7ff30f31,a6834fa7,8ruhF3E51g,Unknown,,341.44,Air,38.0,0,,0,-1.0,39.55
80230228,7bad051f,94294f88,Unknown,,229.55,Air,2.0,1,229.55,1,-1.0,76.83
802e8ad0,L9sXyUZtXD,513pOlC83o,Unknown,2022-08-02 16:53:00,779.0,Air,4.0,1,779.0,1,91.0,91.67
8035ce7b,87360d9a,09A5j1P96d,Unknown,2023-09-01 14:28:00,5040.11,Air,4.0,1,5040.11,1,-242.0,8.5
80377580,xw71fJ415b,sji5vB20uo,Unknown,,0.0,Air,19.0,0,,0,-1.0,60.75
8057ef08,885d18dd,2d8eeee1,Japan,2022-06-04 09:51:00,317.6,Air,2.0,1,317.6,1,-1.0,76.8
8064bf6d,1f6et5pP1O,8ruhF3E51g,Unknown,2023-01-03 08:18:00,576.0,Air,19.0,0,,0,-1.0,60.52
806a902e,3PMyW67W67,8ruhF3E51g,Unknown,,299.65,Sea,19.0,0,,0,-1.0,60.63
80896a7e,bHy0p906sS,8ruhF3E51g,Unknown,2023-03-03 10:35:00,139.17,Air,19.0,0,,0,-1.0,60.7
80951328,06fa670b,8ruhF3E51g,Unknown,,413.65,Air,4.0,1,413.65,1,-1.0,75.13
80994271,fEXeW6R1J3,74q0TneDjU,Unknown,,717.57,Air,2.0,1,717.57,1,-1.0,76.68
80c2868f,8qbgngVgJ0,D9E06y5i3t,Unknown,,473.0,Air,1.0,1,473.0,1,-1.0,77.55
810d4638,x33h2drOuX,89CF1utYqs,Unknown,2022-09-12 10:32:00,445.32,Air,1.0,1,445.32,1,170.0,97.48
8121eea6,Q8nomXWRc2,9tu60R7KWP,Unknown,2023-07-01 13:29:00,694.72,Air,4.0,1,694.72,1,91.0,91.69
81424277,8qbgngVgJ0,D9E06y5i3t,Unknown,,3629.76,Sea,3.0,1,3629.76,1,-1.0,74.96
816b1c10,47dc23c1,09A5j1P96d,Unknown,,6180.0,Air,190.0,0,,0,-1.0,0.06
816f5ee7,a954a4d6,nY8F51VM4y,Unknown,2022-05-09 08:29:00,224.7,Air,19.0,0,,0,-1.0,60.66
81a39130,41I4EvJB02,IL111A66Sq,Unknown,,3801.0,Air,75.0,1,3801.0,1,-1.0,10.45
81aa8d8a,fEXeW6R1J3,74q0TneDjU,Unknown,2023-10-01 15:27:00,335.68,Air,1.0,1,335.68,1,0.0,77.83
81ac6272,33eff098,95nYR7APw5,Unknown,2022-03-11 10:52:00,648.12,Air,1.0,1,648.12,1,152.0,96.76
81ac6272_R,33eff098,95nYR7APw5,Unknown,2022-03-11 11:05:00,2831.02,Air,19.0,0,,0,-1.0,59.62
81f15e0d,e7b1c6af,77b64e9b,United States of America,,171.0,Air,2.0,1,171.0,1,-1.0,76.85
81f9370e,bcd08322,8ruhF3E51g,Unknown,,726.92,Air,21.0,1,726.92,1,-1.0,58.29
8226b09d,90b44782,6z1536hQ1C,Unknown,,14319.0,Air,114.0,0,,0,-1.0,1.66
82621f23,K92gCb2qYl,nY8F51VM4y,Chinese national (China),,253.34,Air,12.0,1,253.34,1,-1.0,67.87
826873ac,e6666cbb,14ancZS05S,Unknown,2023-04-01 13:52:00,2532.84,Air,38.0,0,,0,-1.0,38.67
826cfdd6,6AyX6y7B9p,8ruhF3E51g,Unknown,,18371.0,Air,38.0,0,,0,-1.0,32.61
82d5113d,0Kelg0pVDL,16af03bd,Indian,,7252.0,Air,1.0,1,7252.0,0,-1.0,75.51
82ff49e1,bcd08322,8ruhF3E51g,Unknown,,209.57,Air,9.0,1,209.57,1,-1.0,70.76
83263cba,182d9938,jMxyJ3g9S5,Unknown,2022-06-07 13:37:00,1226.0,Air,95.0,0,,0,-1.0,4.72
833e7ff9,660014bd,8ruhF3E51g,China,2022-01-09 10:51:00,4745.92,Air,279.0,1,4745.92,1,119.0,0.01
83447166,4Yk09HecPy,8ruhF3E51g,Unknown,,352.65,Air,19.0,0,,0,-1.0,60.61
834ac869,j6v26jLuwm,8ruhF3E51g,Chinese national (China),,1953.0,Air,2.0,1,1953.0,1,-1.0,76.31
834f8040,a5580ba7,79BSsv9xYm,Unknown,,1208.0,Air,9.0,1,1208.0,1,-1.0,70.41
835cbd10,5b253145,8ruhF3E51g,Unknown,,294.95,Air,9.0,1,294.95,1,-1.0,70.73
8360b96e,557ea500,9tu60R7KWP,Unknown,,12295.39,Air,57.0,0,,0,-1.0,18.54
83afa8cb,94a67f85,8ruhF3E51g,Unknown,,212.0,Air,1.0,1,212.0,1,-1.0,77.63
83da8eef,39N5vR34gp,14ancZS05S,Unknown,,974.0,Air,1.0,1,974.0,1,-1.0,77.4
83dc780f,9b1b0d60,09A5j1P96d,Unknown,,115.99,Air,19.0,0,,0,-1.0,60.71
8410c756,7f8bcd20,8ruhF3E51g,Unknown,,142.95,Air,19.0,0,,0,-1.0,60.7
84571b69,jpZSXU2A8V,14ancZS05S,Unknown,2022-01-03 11:39:00,378.98,Air,12.0,1,378.98,1,30.0,76.56
84787dc5,655074b6,9tu60R7KWP,Unknown,2022-08-11 15:13:00,294.96,Air,1.0,1,294.96,1,91.0,92.7
847fc491,06suB5p2mX,T7Y79rjV29,Unknown,2022-01-08 12:51:00,402.54,Air,4.0,1,402.54,1,303.0,99.55
848ac38b,X2ywZ9GnQE,8ruhF3E51g,Unknown,,2438.9,Air,133.0,0,,0,-1.0,0.87
849a8b4d,jjC9BO9046,0lCPPgO3Uc,Unknown,,2254.0,Air,2.0,1,2254.0,1,-1.0,76.22
84ce5401,39N5vR34gp,14ancZS05S,Unknown,,70.46,Air,1.0,1,70.46,1,-1.0,77.67
84da8926,39N5vR34gp,14ancZS05S,Unknown,,762.63,Air,19.0,0,,0,-1.0,60.45
84e18ce8,75bd0e2c,IL111A66Sq,Unknown,2022-04-05 11:29:00,225.0,Air,3.0,1,225.0,1,-1.0,76.02
853b84f0,8Nzo71FGPE,nY8F51VM4y,Chinese National,,3216.25,Air,38.0,0,,0,-1.0,38.4
85443cae,69dc9b2b,6608c196,Unknown,2022-11-11 12:54:00,198.5,Air,2.0,1,198.5,1,-1.0,76.84
85689b15,y0YEf0WNtI,HR18hgvW4S,Malaysian Singaporean,,272.29,Air,2.0,1,272.29,1,-1.0,76.82
85d8c66e,8fJgA4J040,,Unknown,,250.0,Air,19.0,0,,0,-1.0,60.65
85e5585e,f63e6d5a,IL111A66Sq,Unknown,,3684.54,Air,70.0,1,3684.54,1,-1.0,12.77
85e6be73,06suB5p2mX,T7Y79rjV29,Unknown,,1097.38,Air,5.0,1,1097.38,0,-1.0,74.06
85e7a379,f47da2fc,0lCPPgO3Uc,Unknown,,772.96,Air,18.0,1,772.96,1,-1.0,61.52
8616616b,06fa670b,8ruhF3E51g,Unknown,2022-12-09 14:17:00,3842.1,Sea,1.0,1,3842.1,1,-1.0,76.55
86972c4a,9aaadb12,c2153778,Unknown,,909.0,Air,133.0,0,,0,-1.0,0.89
86a0e98c,39N5vR34gp,14ancZS05S,Unknown,,195.12,Air,6.0,1,195.12,1,-1.0,73.48
86a2e6eb,b39d39ee,0810423e,United States of America,,483.0,Air,2.0,1,483.0,1,-1.0,76.75
870a6341,8Nzo71FGPE,nY8F51VM4y,Chinese National,,5856.81,Sea,1.0,1,5856.81,1,-1.0,75.94
870b977f,53f1bbdc,14ancZS05S,Unknown,,3514.68,Air,18.0,1,3514.68,1,-1.0,60.42
872330c3,MSl6Hz8vy2,,Unknown,2022-05-09 10:18:00,0.0,Air,76.0,0,,0,-1.0,10.62
872cf9f8,naic6d0imR,0lCPPgO3Uc,Chinese national (China),,2636.14,Air,1.0,1,2636.14,1,-1.0,76.91
8776f7ee,jpZSXU2A8V,14ancZS05S,Unknown,2022-03-10 09:27:00,155.16,Air,38.0,0,,0,-1.0,39.62
87c2df16,1a7f5883,8ruhF3E51g,Unknown,2023-10-01 15:18:00,178.13,Air,1.0,1,178.13,1,-1.0,77.64
88022c50,eb3f99cb,9tu60R7KWP,Unknown,2023-03-03 11:21:00,460.09,Air,1.0,1,460.09,1,122.0,95.15
889b52aa,b812be4f,25c10606,Unknown,2023-10-01 16:41:00,422.92,Air,38.0,0,,0,-1.0,39.51
8912705f,ocp0nUa4ER,8ruhF3E51g,Unknown,,7850.75,Air,247.0,0,,0,-1.0,0.0
8928f462,YRDfn5Wf9O,nY8F51VM4y,Chinese national (China),,201.0,Air,1.0,1,201.0,1,-1.0,77.63
8958a990,6460ff92,nY8F51VM4y,China,2022-07-12 16:37:00,520.32,Air,1.0,1,520.32,1,61.0,89.23
895aaac6,3370dc6d,194363d2,Unknown,2022-10-10 16:27:00,1999.15,Air,2.0,1,1999.15,1,30.0,83.3
89791c50,31h6x6N35A,d517YMz607,Chinese nationality,,567.0,Air,2.0,1,567.0,1,-1.0,76.73
898ea9e4,9df86703,71DRuiDc1j,Unknown,2022-12-10 11:46:00,538.0,Sea,19.0,0,,0,-1.0,60.54
898f639b,f9341f2f,95nYR7APw5,Unknown,,144.77,Air,38.0,0,,0,-1.0,39.63
89cf2ec3,fEXeW6R1J3,74q0TneDjU,Unknown,2022-04-08 12:00:00,65.54,Air,38.0,0,,0,-1.0,39.66
89da3f84,3d2c0780,14ancZS05S,Unknown,,541.36,Air,27.0,1,541.36,1,-1.0,51.69
8a24c671,6ceb001e,8ruhF3E51g,Unknown,,1990.09,Air,2.0,1,1990.09,1,-1.0,76.3
8a46974e,425cS82HkQ,,Unknown,,2341.9,Air,2.0,1,2341.9,1,-1.0,76.19
8a564e31,u9Q7w1CAQT,8ruhF3E51g,Unknown,,1301.75,Air,19.0,0,,0,-1.0,60.23
8a61fcfa,2f89e51f,dc5c069b,Unknown,2022-12-12 17:03:00,40781.99,Air,1.0,1,40781.99,1,-1.0,63.77
8ab4014a,39N5vR34gp,14ancZS05S,Unknown,,244.93,Air,152.0,0,,0,-1.0,0.38
8ac4ba02,u9Q7w1CAQT,8ruhF3E51g,Unknown,,1182.89,Air,1.0,1,1183.0,1,-1.0,77.34
8b1fbb18,g084484ZO9,IL111A66Sq,Unknown,2022-12-07 17:02:00,108.0,Air,19.0,0,,0,-1.0,60.71
8b2845d3,g084484ZO9,IL111A66Sq,Unknown,,1935.99,Air,44.0,1,1935.99,1,-1.0,32.71
8b479281,hL800efJnq,14ancZS05S,Unknown,2023-02-03 10:14:00,489.92,Air,2.0,1,489.92,1,28.0,83.26
8b79d823,KDPNJN51Yk,8ruhF3E51g,Chinese national (China),2022-07-07 13:32:00,287.0,Air,4.0,1,287.0,1,152.0,96.33
8b7d8989,1QjSD5K2L8,0lCPPgO3Uc,Chinese national (China),,323.57,Air,12.0,1,323.57,1,-1.0,67.85
8b93a133,Tb6MBkP8o7,8ruhF3E51g,Malysian,,296.0,Air,2.0,1,239.0,1,-1.0,76.81
8b946e22,eb3f99cb,9tu60R7KWP,Unknown,,2327.02,Air,19.0,0,,0,-1.0,59.82
8b9e13a9,8b87ebf3,cadc11c5,Unknown,,169.82,Air,38.0,0,,0,-1.0,39.62
8bc3f96f,jpZSXU2A8V,14ancZS05S,Unknown,,267.5,Air,1.0,1,267.5,1,-1.0,77.61
8bc63be0,1f6et5pP1O,8ruhF3E51g,Unknown,,250.0,Air,19.0,0,,0,-1.0,60.65
8bcaea6f,6n9h7u47e8,882e8ddc,Unknown,,2319.76,Air,19.0,0,,0,-1.0,59.82
8bdc8c67,hL800efJnq,14ancZS05S,Unknown,,0.0,Air,38.0,0,,0,-1.0,39.68
8c574652,K92gCb2qYl,nY8F51VM4y,Chinese national (China),2023-09-02 18:30:00,888.01,Air,6.0,1,888.01,1,-1.0,73.25
8c68c145,oBZ1jj29Q9,8ruhF3E51g,Unknown,,2236.0,Sea,19.0,0,,0,-1.0,59.86
8c7e5fa5,90b44782,6z1536hQ1C,Unknown,,4324.03,Air,38.0,0,,0,-1.0,37.97
8c882615,87360d9a,09A5j1P96d,Unknown,2023-09-01 14:37:00,5800.66,Air,5.0,1,5800.66,1,-242.0,8.06
8cd2cba4,84031ec8,fd645612,Unknown,,589.95,Air,76.0,0,,0,-1.0,10.53
8ceebacb,6ceb001e,8ruhF3E51g,Unknown,2023-05-01 17:56:00,3980.18,Air,1.0,1,3980.18,1,92.0,92.38
8d047d89,231f5f55,b7b97b2b,Unknown,2022-06-12 15:03:00,1163.55,Air,5.0,1,1163.55,1,60.0,87.1
8d0fa685,VCrR9IvzfA,8ruhF3E51g,Unknown,,6997.030000000001,Air,817.0,0,,0,-1.0,0.0
8d471c20,55kcyJWnQ9,79BSsv9xYm,Chinese national (China),,6669.97,Air,57.0,0,,0,-1.0,20.01
8d9a56e0,IEGO2KU1a7,14ancZS05S,Singaporean,,2013.06,Air,1.0,1,2013.06,1,-1.0,77.1
8dbc4e56,d91d449f,93db28fb,Italy,2023-01-02 21:27:00,228.54,Air,2.0,1,228.54,1,0.0,77.08
8dc4b3cf,cc6c5bdc,8ruhF3E51g,Unknown,,803.0,Air,6.0,1,803.0,1,-1.0,73.28
8dd0ba39,ItssapCSik,0lCPPgO3Uc,Unknown,,3073.69,Air,2.0,1,3073.69,1,-1.0,75.97
8dd3e084,bcd08322,8ruhF3E51g,Unknown,,3661.0,Air,20.0,1,3661.0,1,-1.0,58.19
8dd48da3,iB1CZOmgBh,Cdq9LonMZb,janice teo <janiceteo@polarisscience.com.sg>,,1973.0,Air,19.0,0,,0,-1.0,59.96
8e1e409f,fvIH3Ur1DW,S4NrbiX419,Unknown,2022-02-03 13:22:00,1560.0,Air,3.0,1,1560.0,1,241.0,98.95
8e28524d,GSdCKW3Z5w,8ruhF3E51g,Singaporean,2022-09-09 10:38:00,189.26,Sea,1.0,1,189.26,1,-1.0,77.63
8e4ec3c7,j6v26jLuwm,8ruhF3E51g,Chinese national (China),2022-10-10 15:59:00,4270.79,Air,28.0,1,4270.79,1,60.0,69.46
8e82ab49,I51lshr5ZM,,Unknown,2023-09-02 15:41:00,15637.590000000002,Air,19.0,0,,0,-1.0,54.37
8e97141c,a193bbed,IjDdbe8L66,Unknown,,5355.9,Air,95.0,0,,0,-1.0,4.41
8f0b9807,30b11630,6z1536hQ1C,Unknown,,315.25,Air,1.0,1,315.25,1,-1.0,77.6
8f1d67b5,xw71fJ415b,sji5vB20uo,Unknown,,7070.94,Sea,76.0,0,,0,-1.0,9.55
8f228755,GSdCKW3Z5w,8ruhF3E51g,Singaporean,,0.0,Air,19.0,0,,0,-1.0,60.75
8f37a70a,XpP0Bn0s55,71DRuiDc1j,Unknown,,184.0,Sea,1.0,1,184.0,1,-1.0,77.63
8f57fa1c,RZtZBelX7w,8ruhF3E51g,Unknown,,1075.3,Air,1.0,1,1075.3,1,-1.0,77.37
8f676ded,a4039613,6a3a74a3,Unknown,2022-06-07 12:41:00,4682.0,Air,76.0,0,,0,-1.0,9.9
8f8415bf,7ab79e98,9TDOzqY83D,Unknown,,414.16,Air,19.0,0,,0,-1.0,60.59
8f84ee7f,39N5vR34gp,14ancZS05S,Unknown,,361.3,Sea,15.0,1,361.3,1,-1.0,64.82
8f860613,3PvNP4W32c,74q0TneDjU,Unknown,,582.9,Air,4.0,1,582.9,1,-1.0,75.08
8f897e99,48iGKBLCt6,8ruhF3E51g,Unknown,2022-02-06 14:32:00,4859.5,Air,105.0,1,4859.5,1,149.0,19.81
8f90f598,847ad8ff,45ad6563,Canada,,452.8,Air,2.0,1,452.8,1,-1.0,76.76
8fb1e8f5,64c0444d,gj3Nvpx9GU,Unknown,2022-01-06 13:52:00,1065.0,Air,1.0,1,1065.0,1,58.0,88.73
8fb1e8f5_R,y3rYf2f9gy,gj3Nvpx9GU,Unknown,,1065.0,Air,1.0,1,1065.0,1,-1.0,77.38
8fcaa2ad,dc701372,8ruhF3E51g,Unknown,2022-03-08 16:36:00,168.75,Air,57.0,0,,0,-1.0,21.8
906297bf,5960fa38,14ancZS05S,Unknown,,728.2,Air,19.0,0,,0,-1.0,60.46
9064b2ce,5bdH431NVo,8ruhF3E51g,Singaporean,,3214.0,Air,1.0,1,3214.0,1,-1.0,76.74
90697f9c,D5Fk7289x1,nY8F51VM4y,Unknown,,672.73,Air,19.0,0,,0,-1.0,60.48
908421c6,f63e6d5a,IL111A66Sq,Unknown,2022-03-08 22:14:00,156.0,Air,19.0,0,,0,-1.0,60.69
9084d01e,d16a8528,fc8c2f11,Unknown,2022-03-03 13:42:00,0.0,Air,0.0,0,,0,-1.0,78.46
909600ac,g084484ZO9,IL111A66Sq,Unknown,,342.0,Air,24.0,1,342.0,1,-1.0,55.13
90e725de,19ac2e87,nY8F51VM4y,Unknown,,318.52,Air,1.0,1,318.52,1,-1.0,77.59
90fc6023,4ZRd9NGZZQ,9TDOzqY83D,Unknown,,651.0,Air,1.0,1,651.0,1,-1.0,77.5
91156c48,4d2d6aa1,f38df905,Unknown,,21353.0,Air,38.0,0,,0,-1.0,31.52
9115ea2f,HCXlM3d1LR,,Unknown,,5965.0,Air,1.0,1,5965.0,1,-1.0,75.91
9125eb1d,99a27d7f,14ancZS05S,Unknown,2023-06-03 15:08:00,254.12,Air,2.0,1,254.12,1,-1.0,76.82
9125eb1d_R,99a27d7f,14ancZS05S,Unknown,2023-08-03 10:58:00,1849.0,Air,1.0,1,1849.0,1,0.0,77.39
9130570b,AQ6LQGkxDX,8ruhF3E51g,Singaporean,2022-07-03 14:03:00,0.0,Air,0.0,0,,0,-1.0,78.46
913de352,fEXeW6R1J3,74q0TneDjU,Unknown,,511.79,Air,2.0,1,511.79,1,-1.0,76.74
917262a9,Q8nomXWRc2,9tu60R7KWP,Unknown,,0.0,Air,19.0,0,,0,-1.0,60.75
919579f2,5960fa38,14ancZS05S,Unknown,,293.94,Air,1.0,1,293.94,1,-1.0,77.6
91c5d154,dffd20a7,x9Dz6KWcO3,Unknown,,269.04,Air,19.0,0,,0,-1.0,60.65
91f17224,27f8114b,af40fe6e,Unknown,2022-10-11 15:24:00,1710.32,Air,57.0,0,,0,-1.0,21.37
91fbb4d8,XpP0Bn0s55,71DRuiDc1j,Unknown,,1565.01,Air,15.0,1,1565.01,1,-1.0,64.36
920112d5,1292f213,79BSsv9xYm,Unknown,2022-07-09 10:10:00,5685.15,Air,247.0,0,,0,-1.0,0.0
9227f120,W1xrXd4C1W,,Unknown,,27399.35,Air,1.0,1,27399.35,1,-1.0,68.76
9236750f,z0I0Z6U6nv,IL111A66Sq,Unknown,2022-09-06 09:43:00,928.0,Air,4.0,1,928.0,1,-1.0,74.97
923d287d,2rHQ5q2g6a,8ruhF3E51g,Unknown,2022-07-02 13:33:00,4968.0,Air,1.0,1,4968.0,1,91.0,92.16
92d56259,lRbOdn1f5e,,Unknown,2022-07-03 14:25:00,439.0,Air,1.0,1,439.0,1,30.0,84.27
92dcd16e,be76ef49,beb5373d,United States of America,,333.0,Air,2.0,1,333.0,1,-1.0,76.8
92eeeece,416578d0,f1af4bb7,Finland,,233.16,Air,2.0,1,233.16,1,-1.0,76.83
931e5fd1,0WoOQFQSLY,8ruhF3E51g,Chinese national (China),2022-01-04 18:29:00,5886.0,Air,1.0,1,5886.0,1,89.0,91.84
93248353,jCh0R09xTJ,T7Y79rjV29,Unknown,,648.0,Air,1.0,1,648.0,1,-1.0,77.5
9388ae85,bcd08322,8ruhF3E51g,Unknown,,1349.8,Air,9.0,1,1349.95,1,-1.0,70.36
938b4617,xw71fJ415b,sji5vB20uo,Unknown,,1857.0,Air,57.0,0,,0,-1.0,21.33
938f1851,6ceb001e,8ruhF3E51g,Unknown,,421.91,Air,4.0,1,421.91,1,-1.0,75.13
939982de,e99f4d98,09A5j1P96d,Unknown,,403.04,Air,19.0,0,,0,-1.0,60.59
93b73b01,f3a2155c,9fc59827,United States,2022-10-11 12:48:00,535.74,Air,3.0,1,535.74,1,-1.0,75.92
93d06553,9bc04a08,824a5b2a,Unknown,,848.94,Air,57.0,0,,0,-1.0,21.61
93dc6f7c,06suB5p2mX,T7Y79rjV29,Unknown,,220.0,Air,1.0,1,220.0,1,-1.0,77.62
93e0737f,06suB5p2mX,T7Y79rjV29,Unknown,2022-07-07 09:05:00,336.0,Air,1.0,1,336.0,1,91.0,92.7
93ed436a,87360d9a,09A5j1P96d,Unknown,,4857.45,Air,3.0,1,4857.45,1,-1.0,74.58
93efaf97,22c7b7f7,HR18hgvW4S,Unknown,2023-07-03 13:25:00,3282.25,Air,266.0,0,,0,-1.0,0.0
9401115d,4c243645,nY8F51VM4y,Unknown,2022-01-11 19:47:00,350.57,Air,1.0,1,350.57,1,58.0,88.85
9401115d_R,4c243645,nY8F51VM4y,Unknown,2022-02-11 16:39:00,541.66,Air,19.0,0,,0,-1.0,60.54
9450c5c7,f63e6d5a,IL111A66Sq,Unknown,,0.0,Air,19.0,0,,0,-1.0,60.75
94533f2f,Sjd5ocDqmp,Ye5M2hp4z2,Unknown,2022-12-05 09:00:00,508.0,Air,4.0,1,508.0,1,-1.0,75.1
94561694,Sjd5ocDqmp,Ye5M2hp4z2,Unknown,2022-08-06 09:15:00,1183.0,Sea,1.0,1,1183.0,1,-1.0,77.34
946a77b3,y0YEf0WNtI,HR18hgvW4S,Malaysian Singaporean,,550.14,Air,2.0,1,550.14,1,-1.0,76.73
946a77b3_R,y0YEf0WNtI,HR18hgvW4S,Malaysian Singaporean,,2252.56,Air,38.0,0,,0,-1.0,38.78
94849430,ItssapCSik,0lCPPgO3Uc,Unknown,,1781.02,Air,40.0,1,1781.02,1,-1.0,36.85
94a0c546,b7f94378,S4NrbiX419,China,,6893.0,Air,19.0,0,,0,-1.0,57.97
94bc9139,fEXeW6R1J3,74q0TneDjU,Unknown,2022-06-06 15:19:00,503.0,Air,2.0,1,503.0,1,-1.0,76.75
94c4f767,a293033e,A1TLbvttO9,Unknown,2023-09-03 16:20:00,2395.0,Air,4.0,1,2395.0,1,-1.0,74.5
951e1de3,WL91eH602H,T7Y79rjV29,Korean,,0.0,Air,19.0,0,,0,-1.0,60.75
951fdf33,9or4RfVO6l,8ruhF3E51g,Chinese national (China),,808.46,Air,4.0,1,808.46,1,-1.0,75.01
95227e3d,a5580ba7,79BSsv9xYm,Unknown,,987.98,Air,95.0,0,,0,-1.0,4.73
952be7b8,hL800efJnq,14ancZS05S,Unknown,2022-05-04 21:32:00,2032.0,Air,54.0,1,2032.0,1,-1.0,23.63
9531b2dc,4a9af5d4,8ruhF3E51g,China,,2975.0,Air,19.0,0,,0,-1.0,59.56
9581be9d,39N5vR34gp,14ancZS05S,Unknown,,2778.99,Air,532.0,0,,0,-1.0,0.0
95b23533,a5580ba7,79BSsv9xYm,Unknown,2022-12-05 09:28:00,405.0,Air,19.0,0,,0,-1.0,60.59
95cbafe4,fff4fb16,78X4qv1453,Unknown,2023-01-03 19:41:00,1274.32,Air,3.0,1,1274.32,1,-1.0,75.7
95dceb9d,xw71fJ415b,sji5vB20uo,Unknown,,220117.0,Air,114.0,0,,0,-1.0,0.05
95f0b0a9,660014bd,8ruhF3E51g,China,2022-06-09 17:12:00,0.0,Air,19.0,0,,0,-1.0,60.75
9602eb06,eb3f99cb,9tu60R7KWP,Unknown,,4339.62,Air,9.0,1,4339.62,1,-1.0,69.31
961ef201,69dc9b2b,6608c196,Unknown,,1387.2,Air,7.0,1,1387.2,1,-1.0,72.19
962bf7b0,y0YEf0WNtI,HR18hgvW4S,Malaysian Singaporean,,2332.0,Air,4.0,1,2332.0,1,-1.0,74.52
9635c1a2,0fc805bf,78X4qv1453,Unknown,,657.2,Air,1.0,1,657.2,1,-1.0,77.5
966de0ed,I51lshr5ZM,,Unknown,2023-09-02 13:12:00,28290.0,Air,76.0,0,,0,-1.0,6.89
96707909,8qbgngVgJ0,D9E06y5i3t,Unknown,,2648.4,Air,19.0,0,,0,-1.0,59.69
969030d9,taVC7LD6U1,gj3Nvpx9GU,Unknown,2022-06-04 16:47:00,165.0,Air,1.0,1,165.0,1,152.0,96.79
96b3700b,Y2MYCQ56NK,95nYR7APw5,Singaporean,2023-01-03 14:34:00,477.96,Air,5.0,1,477.96,1,272.0,99.27
96b52070,b594cff5,8ruhF3E51g,Unknown,,45539.0,Air,19.0,0,,0,-1.0,41.95
96e297e1,Y2MYCQ56NK,95nYR7APw5,Singaporean,,490.0,Air,1.0,1,490.0,1,-1.0,77.54
96f0cd34,fvIH3Ur1DW,S4NrbiX419,Unknown,,692.0,Air,1.0,1,692.0,1,-1.0,77.49
97109468,Y2MYCQ56NK,95nYR7APw5,Singaporean,,1757.0,Sea,19.0,0,,0,-1.0,60.05
9722d4e1,bb9590c3,95nYR7APw5,Unknown,,5195.58,Air,38.0,0,,0,-1.0,37.62
972ef4a2,fEXeW6R1J3,74q0TneDjU,Unknown,2022-05-07 15:19:00,514.0,Air,2.0,1,514.0,1,30.0,83.64
973f8a76,fEXeW6R1J3,74q0TneDjU,Unknown,,588.52,Air,3.0,1,589.01,1,-1.0,75.91
978c772b,6462402c,14ancZS05S,Unknown,2022-03-06 15:29:00,811.0,Air,76.0,0,,0,-1.0,10.49
97d1a970,488t9A161y,8ruhF3E51g,Singaporean,,0.0,Air,19.0,0,,0,-1.0,60.75
97f5e5f5,dc701372,8ruhF3E51g,Unknown,,347.9,Air,152.0,0,,0,-1.0,0.38
97fda6c9,ggx24SP0Ql,G4lLPbWTIV,Unknown,,901.99,Air,76.0,0,,0,-1.0,10.48
98031d34,4ZRd9NGZZQ,9TDOzqY83D,Unknown,2023-06-02 22:14:00,1002.0,Air,2.0,1,1002.0,1,-1.0,76.6
982ec53f,jjC9BO9046,0lCPPgO3Uc,Unknown,,526.98,Air,19.0,0,,0,-1.0,60.54
98376b09,Y2MYCQ56NK,95nYR7APw5,Singaporean,,246.5,Air,1.0,1,246.5,1,-1.0,77.62
98376b09_R,Y2MYCQ56NK,95nYR7APw5,Singaporean,2022-12-07 13:09:00,495.0,Air,1.0,1,495.0,1,-1.0,77.54
9855338c,87360d9a,09A5j1P96d,Unknown,,5840.53,Air,7.0,1,5840.53,0,-1.0,70.67
9856c6c7,6n9h7u47e8,882e8ddc,Unknown,,0.0,Air,38.0,0,,0,-1.0,39.68
985eefae,j6v26jLuwm,8ruhF3E51g,Chinese national (China),,1160.03,Air,24.0,1,1156.0,1,-1.0,54.79
986068bf,7f8bcd20,8ruhF3E51g,Unknown,,5744.37,Air,38.0,0,,0,-1.0,37.41
98780ff0,8fe7de84,0lCPPgO3Uc,Unknown,,871.64,Air,4.0,1,871.64,0,-1.0,74.99
987f747c,0fc805bf,78X4qv1453,Unknown,2022-04-03 18:16:00,4510.0,Air,1.0,1,4510.0,1,182.0,97.72
988d053e,TELcJA9M9q,Lh624q1u9u,Unknown,2023-01-03 15:27:00,4995.58,Air,7.0,1,4995.58,1,-1.0,70.97
988d053e_R,TELcJA9M9q,Lh624q1u9u,Unknown,,5738.29,Air,190.0,0,,0,-1.0,0.06
988e120a,ItssapCSik,0lCPPgO3Uc,Unknown,,0.0,Air,19.0,0,,0,-1.0,60.75
9895047e,b16d86b4,0lCPPgO3Uc,Unknown,2022-11-11 10:45:00,514.56,Air,12.0,1,514.56,1,-1.0,67.78
98c41dca,79hR9tOBwB,74q0TneDjU,Unknown,2022-07-11 11:42:00,5441.32,Sea,3.0,1,5441.32,1,-1.0,74.39
